#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/app/Data_Files/genomes/GCA_001617565.1.fna	CP015139.1	22679	23212	-	ant(2'')-Ia_1	1-534/534	===============	0/0	100.00	100.00	resfinder	X04555	ant(2'')-Ia	Gentamicin;Tobramycin
/app/Data_Files/genomes/GCA_001617565.1.fna	CP015139.1	173347	174087	+	blaIMP-14_1	1-741/741	===============	0/0	100.00	99.86	resfinder	AY553332	blaIMP-14	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
/app/Data_Files/genomes/GCA_001617565.1.fna	CP015139.1	175105	175971	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
/app/Data_Files/genomes/GCA_001617565.1.fna	CP015139.1	181455	182234	-	aph(3')-VIa_1	1-780/780	===============	0/0	100.00	100.00	resfinder	X07753	aph(3')-VIa	Amikacin
/app/Data_Files/genomes/GCA_001617565.1.fna	CP015139.1	182593	183459	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
/app/Data_Files/genomes/GCA_001617565.1.fna	CP015140.1	1	837	-	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
/app/Data_Files/genomes/GCA_001617565.1.fna	CP015140.1	837	1640	-	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
/app/Data_Files/genomes/GCA_001617565.1.fna	CP015140.1	1701	2516	-	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
/app/Data_Files/genomes/GCA_001617565.1.fna	CP015140.1	3887	4808	+	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	mph(A)	Erythromycin;Azithromycin;Spiramycin;Telithromycin
/app/Data_Files/genomes/GCA_001617565.1.fna	CP015140.1	10102	10968	-	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
/app/Data_Files/genomes/GCA_001617565.1.fna	CP015140.1	11488	12276	-	aadA5_1	1-789/789	===============	0/0	100.00	100.00	resfinder	AF137361	aadA5	Streptomycin
/app/Data_Files/genomes/GCA_001617565.1.fna	CP015140.1	12407	12880	-	dfrA17_1	1-474/474	===============	0/0	100.00	100.00	resfinder	FJ460238	dfrA17	Trimethoprim
/app/Data_Files/genomes/GCA_001617565.1.fna	CP015140.1	124449	125324	+	blaCTX-M-27_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY156923	blaCTX-M-27	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001617565.1.fna	CP015140.1	126930	128176	-	tet(A)_6	1-1247/1275	===============	0/0	97.80	100.00	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
/app/Data_Files/genomes/GCA_001644745.1.fna	CP015241.1	2138987	2139460	+	dfrA1_8	1-474/474	===============	0/0	100.00	100.00	resfinder	X00926	dfrA1	Trimethoprim
/app/Data_Files/genomes/GCA_001644745.1.fna	CP015241.1	2140126	2140925	+	ant(3'')-Ia_1	170-972/972	..======/======	1/3	82.30	99.38	resfinder	X02340	ant(3'')-Ia	Streptomycin
/app/Data_Files/genomes/GCA_001644745.1.fna	CP015241.1	4064850	4066082	+	mdf(A)_1	1-1233/1233	===============	0/0	100.00	98.54	resfinder	Y08743	mdf(A)	
/app/Data_Files/genomes/GCA_001682305.2.fna	CP016182.2	2264163	2265368	-	tet(B)_2	1-1206/1206	===============	0/0	100.00	100.00	resfinder	AF326777	tet(B)	Doxycycline;Tetracycline;Minocycline
/app/Data_Files/genomes/GCA_001682305.2.fna	CP016182.2	3014350	3015165	+	sul2_3	1-816/816	===============	0/0	100.00	100.00	resfinder	HQ840942	sul2	Sulfamethoxazole
/app/Data_Files/genomes/GCA_001682305.2.fna	CP016182.2	3015226	3016029	+	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
/app/Data_Files/genomes/GCA_001682305.2.fna	CP016182.2	3016029	3016865	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M28829	aph(6)-Id	Streptomycin
/app/Data_Files/genomes/GCA_001682305.2.fna	CP016182.2	3017781	3018596	+	aph(3')-Ia_1	1-816/816	===============	0/0	100.00	100.00	resfinder	V00359	aph(3')-Ia	
/app/Data_Files/genomes/GCA_001682305.2.fna	CP016182.2	3020075	3020935	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001682305.2.fna	CP016182.2	3022349	3023270	+	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	mph(A)	Erythromycin;Azithromycin;Spiramycin;Telithromycin
/app/Data_Files/genomes/GCA_001682305.2.fna	CP016182.2	3028565	3029431	-	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
/app/Data_Files/genomes/GCA_001682305.2.fna	CP016182.2	3029951	3030739	-	aadA5_1	1-789/789	===============	0/0	100.00	100.00	resfinder	AF137361	aadA5	Streptomycin
/app/Data_Files/genomes/GCA_001682305.2.fna	CP016182.2	3381565	3382797	-	mdf(A)_1	1-1233/1233	===============	0/0	100.00	99.92	resfinder	Y08743	mdf(A)	
/app/Data_Files/genomes/GCA_001682305.2.fna	CP016182.2	4225688	4227313	+	mcr-1.1_1	1-1626/1626	===============	0/0	100.00	100.00	resfinder	KP347127	mcr-1.1	Colistin
/app/Data_Files/genomes/GCA_001682305.2.fna	CP016182.2	4229367	4230992	+	mcr-1.1_1	1-1626/1626	===============	0/0	100.00	100.00	resfinder	KP347127	mcr-1.1	Colistin
/app/Data_Files/genomes/GCA_001682305.2.fna	CP016182.2	4233046	4234671	+	mcr-1.1_1	1-1626/1626	===============	0/0	100.00	100.00	resfinder	KP347127	mcr-1.1	Colistin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018103.1	447555	448430	-	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018103.1	937378	938610	+	mdf(A)_1	1-1233/1233	===============	0/0	100.00	99.92	resfinder	Y08743	mdf(A)	
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	6419	7279	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	9028	9888	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	11637	12497	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	14246	15106	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	16855	17715	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	19464	20324	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	22073	22933	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	24682	25542	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	27291	28151	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	29900	30760	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	32509	33369	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	35118	35978	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	37727	38587	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	40336	41196	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	42945	43805	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	45554	46414	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	48163	49023	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	50772	51632	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	53381	54241	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	55990	56850	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	58599	59459	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	61208	62068	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	63817	64677	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	66426	67286	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	69035	69895	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	71644	72504	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	74253	75113	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	76862	77722	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	79471	80331	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	82080	82940	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	84689	85549	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	87298	88158	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	89907	90767	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	92516	93376	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	95125	95985	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	98650	99896	-	tet(A)_6	1-1247/1275	===============	0/0	97.80	100.00	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	106825	107736	-	erm(42)_2	1-912/912	===============	0/0	100.00	99.56	resfinder	AB601890	erm(42)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018104.1	110805	112018	+	floR_2	1-1214/1215	===============	0/0	99.92	98.19	resfinder	AF118107	floR	Chloramphenicol;Florfenicol
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018105.1	18279	19070	+	sul3_2	1-792/792	===============	0/0	100.00	100.00	resfinder	AJ459418	sul3	Sulfamethoxazole
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018105.1	20752	21553	-	ant(3'')-Ia_1	171-972/972	..=============	0/0	82.51	99.63	resfinder	X02340	ant(3'')-Ia	Streptomycin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018105.1	21636	22895	-	cmlA1_1	1-1260/1260	===============	0/0	100.00	99.92	resfinder	M64556	cmlA1	Chloramphenicol
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018105.1	23157	23958	-	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	aadA2	Streptomycin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018105.1	24066	24932	-	blaCARB-2_1	1-867/867	===============	0/0	100.00	100.00	resfinder	M69058	blaCARB-2	Ampicillin;Amoxicillin;Piperacillin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018105.1	25097	25570	-	dfrA16_2	1-474/474	===============	0/0	100.00	100.00	resfinder	AF174129	dfrA16	Trimethoprim
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018105.1	29341	30587	+	tet(A)_6	1-1247/1275	===============	0/0	97.80	99.84	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018106.1	21576	23201	+	mcr-1.1_1	1-1626/1626	===============	0/0	100.00	100.00	resfinder	KP347127	mcr-1.1	Colistin
/app/Data_Files/genomes/GCA_001886535.1.fna	CP018108.1	3021	3836	-	aph(3')-Ia_9	1-816/816	===============	0/0	100.00	100.00	resfinder	EU722351	aph(3')-Ia	
/app/Data_Files/genomes/GCA_002012105.1.fna	CP018992.1	65579	66460	+	blaKPC-3_1	1-882/882	===============	0/0	100.00	100.00	resfinder	HM769262	blaKPC-3	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Aztreonam;Cefepime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
/app/Data_Files/genomes/GCA_002012105.1.fna	CP018992.1	76122	76946	+	blaOXA-9_1	1-825/825	===============	0/0	100.00	99.88	resfinder	KQ089875	blaOXA-9	Amoxicillin;Ampicillin
/app/Data_Files/genomes/GCA_002012105.1.fna	CP018992.1	77646	78506	+	blaTEM-1A_1	1-861/861	===============	0/0	100.00	99.88	resfinder	HM749966	blaTEM-1A	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_002012105.1.fna	CP018993.1	11372	12208	-	aph(6)-Id_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M28829	aph(6)-Id	Streptomycin
/app/Data_Files/genomes/GCA_002012105.1.fna	CP018993.1	12208	13010	-	aph(3'')-Ib_2	2-804/804	===============	0/0	99.88	100.00	resfinder	AF024602	aph(3'')-Ib	Streptomycin
/app/Data_Files/genomes/GCA_002012105.1.fna	CP018993.1	16980	17764	+	aac(3)-IVa_1	1-786/786	========/======	1/1	99.87	99.87	resfinder	X01385	aac(3)-IVa	Gentamicin;Tobramycin
/app/Data_Files/genomes/GCA_002012105.1.fna	CP018993.1	17985	19010	+	aph(4)-Ia_1	1-1026/1026	===============	0/0	100.00	100.00	resfinder	V01499	aph(4)-Ia	
/app/Data_Files/genomes/GCA_002012105.1.fna	CP018993.1	28756	30675	+	tet(M)_4	1-1920/1920	===============	0/0	100.00	99.84	resfinder	X75073	tet(M)	Doxycycline;Tetracycline;Minocycline
/app/Data_Files/genomes/GCA_002012105.1.fna	CP018993.1	60903	62116	-	floR_2	1-1214/1215	===============	0/0	99.92	98.19	resfinder	AF118107	floR	Chloramphenicol;Florfenicol
/app/Data_Files/genomes/GCA_002012105.1.fna	CP018994.1	4143	5389	-	tet(A)_6	1-1247/1275	===============	0/0	97.80	100.00	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
/app/Data_Files/genomes/GCA_002012105.1.fna	CP018994.1	11830	12303	+	dfrA5_1	1-474/474	===============	0/0	100.00	100.00	resfinder	X12868	dfrA5	Trimethoprim
/app/Data_Files/genomes/GCA_002012105.1.fna	CP018994.1	13744	14604	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_002012105.1.fna	CP018994.1	17821	18636	+	sul2_3	1-816/816	===============	0/0	100.00	100.00	resfinder	HQ840942	sul2	Sulfamethoxazole
/app/Data_Files/genomes/GCA_002012105.1.fna	CP018994.1	18697	19500	+	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
/app/Data_Files/genomes/GCA_002012105.1.fna	CP018994.1	19500	20336	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M28829	aph(6)-Id	Streptomycin
/app/Data_Files/genomes/GCA_002012105.1.fna	CP018995.1	2457761	2458993	-	mdf(A)_1	1-1233/1233	===============	0/0	100.00	99.92	resfinder	Y08743	mdf(A)	
/app/Data_Files/genomes/GCA_002142675.1.fna	CP021202.1	1773706	1774581	+	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_002142675.1.fna	CP021202.1	2355709	2356941	+	mdf(A)_1	1-1233/1233	===============	0/0	100.00	97.97	resfinder	Y08743	mdf(A)	
/app/Data_Files/genomes/GCA_002142675.1.fna	CP021202.1	3834367	3835572	+	tet(B)_2	1-1206/1206	===============	0/0	100.00	100.00	resfinder	AF326777	tet(B)	Doxycycline;Tetracycline;Minocycline
/app/Data_Files/genomes/GCA_002142675.1.fna	CP021203.1	349	1214	+	sul1_5	1-867/867	========/======	4/5	99.65	99.42	resfinder	EU780013	sul1	Sulfamethoxazole
/app/Data_Files/genomes/GCA_002142675.1.fna	CP021203.1	6502	7423	-	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	mph(A)	Erythromycin;Azithromycin;Spiramycin;Telithromycin
/app/Data_Files/genomes/GCA_002142675.1.fna	CP021203.1	8579	9342	+	erm(B)_18	1-762/762	========/======	2/2	100.00	98.95	resfinder	X66468	erm(B)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
/app/Data_Files/genomes/GCA_002142675.1.fna	CP021203.1	110497	111357	+	aac(3)-IIa_1	1-861/861	===============	0/0	100.00	99.77	resfinder	X51534	aac(3)-IIa	Gentamicin;Tobramycin
/app/Data_Files/genomes/GCA_002142675.1.fna	CP021203.1	116511	117386	-	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_002142675.1.fna	CP021203.1	181947	182420	+	dfrA17_1	1-474/474	===============	0/0	100.00	100.00	resfinder	FJ460238	dfrA17	Trimethoprim
